
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DC:55:83:77:2F:CD, 2020-04-18 13:50:14, 2020-04-18 18:51:12, -77,        2, (not associated) ,
DA:A1:19:6B:96:9B, 2020-04-18 18:51:23, 2020-04-18 18:51:23, -84,        2, (not associated) ,
64:70:33:D1:E4:BF, 2020-04-18 18:18:30, 2020-04-18 18:53:10, -87,       12, (not associated) ,AmazingLife
DA:A1:19:AB:AB:AB, 2020-04-18 18:53:46, 2020-04-18 18:53:46, -80,        1, (not associated) ,
FE:B6:F4:F8:87:0A, 2020-04-18 18:53:44, 2020-04-18 18:53:44, -65,       11, (not associated) ,
72:9F:DD:4E:E7:B7, 2020-04-18 18:53:47, 2020-04-18 18:53:47, -57,       10, (not associated) ,
A6:F3:87:13:BB:6A, 2020-04-18 18:56:51, 2020-04-18 18:56:55, -35,       18, (not associated) ,
DA:A1:19:CC:83:B6, 2020-04-18 19:05:56, 2020-04-18 19:05:56, -88,        1, (not associated) ,
0E:02:7F:98:B4:E6, 2020-04-18 19:06:58, 2020-04-18 19:06:58, -78,        2, (not associated) ,
9A:4B:8E:9F:65:7D, 2020-04-18 19:08:58, 2020-04-18 19:08:58, -82,        1, (not associated) ,
B6:0A:4D:19:EE:70, 2020-04-18 19:11:21, 2020-04-18 19:11:21, -80,        2, (not associated) ,
1E:EB:B5:A0:BD:88, 2020-04-18 19:11:21, 2020-04-18 19:11:21, -79,        2, (not associated) ,
02:C3:72:F2:9B:9E, 2020-04-18 19:11:29, 2020-04-18 19:11:33, -36,       20, (not associated) ,
DA:C1:08:96:F6:93, 2020-04-18 19:16:08, 2020-04-18 19:16:12, -36,       20, (not associated) ,
DA:A1:19:F4:AB:5F, 2020-04-18 19:17:08, 2020-04-18 19:17:08, -86,        2, (not associated) ,
DA:A1:19:0B:2D:34, 2020-04-18 19:19:12, 2020-04-18 19:19:12, -86,        2, (not associated) ,
DA:A1:19:2E:63:98, 2020-04-18 19:17:13, 2020-04-18 19:21:43, -84,        8, (not associated) ,
56:5C:64:03:F9:7A, 2020-04-18 19:21:57, 2020-04-18 19:21:57, -49,        9, (not associated) ,
8E:C8:24:F2:64:99, 2020-04-18 19:21:55, 2020-04-18 19:21:55, -41,        8, (not associated) ,
DA:A1:19:63:63:63, 2020-04-18 19:23:12, 2020-04-18 19:23:12, -77,        2, (not associated) ,
DA:A1:19:6A:13:C8, 2020-04-18 19:23:21, 2020-04-18 19:23:21, -93,        1, (not associated) ,
DA:A1:19:9E:92:CF, 2020-04-18 19:24:22, 2020-04-18 19:24:22, -78,        2, (not associated) ,
76:5E:B6:24:7D:FE, 2020-04-18 19:24:31, 2020-04-18 19:24:35, -59,       20, (not associated) ,
8A:AE:EF:D0:D1:59, 2020-04-18 19:26:23, 2020-04-18 19:26:23, -77,        2, (not associated) ,
8E:B7:29:1B:63:4D, 2020-04-18 19:27:34, 2020-04-18 19:27:34, -88,        1, (not associated) ,
DA:A1:19:7C:83:67, 2020-04-18 19:29:43, 2020-04-18 19:29:43, -86,        1, (not associated) ,
46:9E:B8:47:7D:5C, 2020-04-18 19:29:41, 2020-04-18 19:29:44, -31,       20, (not associated) ,
36:18:7F:A4:B6:00, 2020-04-18 19:30:21, 2020-04-18 19:30:22, -53,        7, (not associated) ,
4E:D9:2D:67:1F:93, 2020-04-18 19:38:07, 2020-04-18 19:38:19, -32,       28, (not associated) ,
04:ED:33:EF:9E:80, 2020-04-18 19:40:24, 2020-04-18 19:40:24, -94,        1, (not associated) ,
40:BC:60:37:30:BF, 2020-04-18 17:54:05, 2020-04-18 19:43:21, -89,        3, (not associated) ,SINGTEL-AA2A_5G
DA:A1:19:F7:15:6F, 2020-04-18 19:43:56, 2020-04-18 19:43:56, -89,        3, (not associated) ,Meww_5G
DA:A1:19:EE:C5:01, 2020-04-18 19:49:24, 2020-04-18 19:49:24, -92,        1, (not associated) ,
92:E6:E4:7C:11:BC, 2020-04-18 19:49:33, 2020-04-18 19:49:33, -88,        1, (not associated) ,
06:25:E0:91:3F:5F, 2020-04-18 19:50:11, 2020-04-18 19:50:11, -41,        9, (not associated) ,
56:FD:9A:C6:0D:6A, 2020-04-18 19:50:23, 2020-04-18 19:50:23, -41,       10, (not associated) ,
74:E5:F9:19:C2:B0, 2020-04-18 15:37:44, 2020-04-18 19:51:45,  -1,       23, EC:F4:51:B1:66:D4,
FE:63:57:B3:34:21, 2020-04-18 19:38:40, 2020-04-18 19:52:10, -31,       32, (not associated) ,
DA:A1:19:3F:3F:3F, 2020-04-18 19:52:45, 2020-04-18 19:52:45, -76,        3, (not associated) ,
BE:14:8F:C6:42:26, 2020-04-18 19:52:54, 2020-04-18 19:52:58, -33,       20, (not associated) ,
DA:A1:19:4C:45:C1, 2020-04-18 19:54:55, 2020-04-18 19:54:55, -83,        2, (not associated) ,
66:88:8B:75:64:0A, 2020-04-18 19:55:19, 2020-04-18 19:55:23, -65,       22, (not associated) ,
16:E2:AA:FB:CA:23, 2020-04-18 19:55:19, 2020-04-18 19:55:19, -31,        4, (not associated) ,
DA:A1:19:48:A8:EC, 2020-04-18 19:56:58, 2020-04-18 19:56:58, -73,        1, (not associated) ,
DA:A1:19:DB:DB:DB, 2020-04-18 19:57:44, 2020-04-18 19:57:44, -74,        1, (not associated) ,
DA:A1:19:7E:76:B7, 2020-04-18 20:00:47, 2020-04-18 20:00:47, -73,        2, (not associated) ,
BA:0F:BA:9A:7B:17, 2020-04-18 19:57:34, 2020-04-18 20:04:19, -28,       22, (not associated) ,
DA:A1:19:0F:DE:DE, 2020-04-18 21:18:17, 2020-04-18 21:18:17, -85,        1, (not associated) ,
2C:A9:F0:A4:FA:E5, 2020-04-18 21:19:11, 2020-04-18 21:19:39, -84,        5, 48:8D:36:DE:CD:A3,
DA:A1:19:59:59:59, 2020-04-18 21:19:48, 2020-04-18 21:19:48, -72,        1, (not associated) ,
2A:29:85:90:1E:D4, 2020-04-18 21:20:35, 2020-04-18 21:20:39, -30,       20, (not associated) ,
2A:BC:0F:E6:7B:B0, 2020-04-18 21:22:14, 2020-04-18 21:22:14, -90,        1, (not associated) ,
32:64:AC:4F:0F:E6, 2020-04-18 21:23:36, 2020-04-18 21:25:25, -42,        8, (not associated) ,
72:18:ED:D5:A7:C0, 2020-04-18 21:25:25, 2020-04-18 21:25:29, -34,       17, (not associated) ,
DA:A1:19:09:09:09, 2020-04-18 21:27:25, 2020-04-18 21:27:25, -92,        1, (not associated) ,
E2:03:97:5A:43:65, 2020-04-18 21:18:53, 2020-04-18 21:27:53, -15,        2, (not associated) ,
DA:A1:19:6A:2B:4C, 2020-04-18 21:28:15, 2020-04-18 21:28:15, -84,        1, (not associated) ,
B6:58:C6:47:FE:41, 2020-04-18 21:32:17, 2020-04-18 21:32:17, -86,        1, (not associated) ,
4A:AA:C3:80:AC:17, 2020-04-18 21:32:14, 2020-04-18 21:32:15, -34,       11, (not associated) ,
DA:A1:19:F8:B7:37, 2020-04-18 21:35:00, 2020-04-18 21:35:00, -85,        1, (not associated) ,
DA:A1:19:B7:C2:42, 2020-04-18 21:36:02, 2020-04-18 21:36:02, -85,        3, (not associated) ,
DA:A1:19:04:04:04, 2020-04-18 21:36:24, 2020-04-18 21:36:24, -79,        1, (not associated) ,
DA:A1:19:33:41:C5, 2020-04-18 21:37:04, 2020-04-18 21:37:04, -86,        1, (not associated) ,
DA:A1:19:15:C8:84, 2020-04-18 21:38:27, 2020-04-18 21:38:27, -87,        1, (not associated) ,
34:02:86:0F:BB:8F, 2020-04-18 21:17:27, 2020-04-18 21:39:01,  -1,       25, 30:23:03:77:F0:F1,
DA:A1:19:DC:69:7A, 2020-04-18 21:41:53, 2020-04-18 21:41:53, -84,        1, (not associated) ,
DA:A1:19:EB:EB:EB, 2020-04-18 14:33:17, 2020-04-18 21:46:16, -80,        3, (not associated) ,
DA:A1:19:DD:DB:B4, 2020-04-18 21:48:36, 2020-04-18 21:48:36, -83,        2, (not associated) ,
DA:A1:19:30:30:30, 2020-04-18 21:51:12, 2020-04-18 21:51:12, -84,        1, (not associated) ,
A6:F3:1B:66:0F:62, 2020-04-18 21:36:53, 2020-04-18 21:54:53, -15,        3, (not associated) ,
FE:A7:9E:39:31:D8, 2020-04-18 21:44:10, 2020-04-18 21:55:25, -43,       27, (not associated) ,
76:72:D4:09:D4:08, 2020-04-18 21:56:23, 2020-04-18 21:56:27, -41,       19, (not associated) ,
1A:7C:E8:A0:52:12, 2020-04-18 22:03:52, 2020-04-18 22:03:52, -19,       10, (not associated) ,
BA:84:09:84:B3:74, 2020-04-18 22:04:03, 2020-04-18 22:04:03, -18,        5, (not associated) ,
DA:A1:19:CB:CB:CB, 2020-04-18 22:06:03, 2020-04-18 22:06:03, -83,        2, (not associated) ,
A2:E8:93:FB:9E:38, 2020-04-18 21:57:40, 2020-04-18 22:08:51, -48,       41, (not associated) ,
7C:A1:AE:A2:39:5E, 2020-04-18 22:18:26, 2020-04-18 22:18:26,  -1,        1, 24:F5:A2:43:57:89,
DE:C5:58:9E:6C:0F, 2020-04-18 22:10:36, 2020-04-18 22:24:06, -13,        5, (not associated) ,
22:F1:75:74:FC:93, 2020-04-18 22:25:34, 2020-04-18 22:25:37, -41,       18, (not associated) ,
DA:A1:19:FA:25:92, 2020-04-18 22:28:27, 2020-04-18 22:28:27, -90,        1, (not associated) ,
DA:F3:09:B5:69:27, 2020-04-18 22:29:29, 2020-04-18 22:29:29, -39,       11, (not associated) ,
92:B3:4D:2E:2B:2B, 2020-04-18 22:29:26, 2020-04-18 22:29:26, -19,        9, (not associated) ,
8A:0D:5F:0C:66:3C, 2020-04-18 22:29:36, 2020-04-18 22:29:37, -23,       10, (not associated) ,
6A:8C:54:6B:49:0E, 2020-04-18 22:29:49, 2020-04-18 22:29:49, -18,        9, (not associated) ,
8E:CA:B1:E8:5A:47, 2020-04-18 22:30:06, 2020-04-18 22:30:06, -34,       12, (not associated) ,
0A:5D:45:0E:62:7F, 2020-04-18 22:30:03, 2020-04-18 22:30:03, -21,       12, (not associated) ,
4E:CB:8F:34:23:68, 2020-04-18 22:30:13, 2020-04-18 22:30:14, -35,       10, (not associated) ,
9A:92:D2:5D:CE:1F, 2020-04-18 22:34:38, 2020-04-18 22:34:38, -82,        1, (not associated) ,
E8:D0:FC:46:6E:D2, 2020-04-18 14:31:42, 2020-04-18 22:35:18, -91,        3, 58:EF:68:A3:39:2F,
AE:72:90:4C:3A:EF, 2020-04-18 22:29:06, 2020-04-18 22:38:06, -38,       18, (not associated) ,
2A:1C:5A:01:36:B5, 2020-04-18 22:39:49, 2020-04-18 22:39:49, -91,        1, (not associated) ,
4E:03:66:D9:99:B9, 2020-04-18 22:33:06, 2020-04-18 22:51:06, -15,        4, (not associated) ,
82:C6:BF:17:9B:0F, 2020-04-18 22:58:17, 2020-04-18 22:58:17, -19,       10, (not associated) ,
48:C7:96:CF:BD:B8, 2020-04-18 22:58:26, 2020-04-18 22:58:26, -89,        1, (not associated) ,
92:29:E5:61:7A:59, 2020-04-18 23:00:06, 2020-04-18 23:00:06, -13,        1, (not associated) ,
F2:1A:51:10:FA:93, 2020-04-18 23:03:42, 2020-04-18 23:03:42, -68,        8, (not associated) ,
FA:10:EA:E1:C1:64, 2020-04-18 23:03:39, 2020-04-18 23:03:39, -58,        9, (not associated) ,
1E:47:10:E3:23:7A, 2020-04-18 23:03:49, 2020-04-18 23:03:49, -43,        5, (not associated) ,
DA:A1:19:50:0F:BF, 2020-04-18 22:38:54, 2020-04-18 23:10:27, -70,        7, (not associated) ,
DA:A1:19:C9:34:05, 2020-04-18 23:15:18, 2020-04-18 23:15:18, -78,        1, (not associated) ,
DA:A1:19:C6:3A:2D, 2020-04-18 23:21:40, 2020-04-18 23:21:40, -81,        1, (not associated) ,
DA:A1:19:FE:FE:FE, 2020-04-18 23:22:53, 2020-04-18 23:22:53, -86,        1, (not associated) ,
DA:A1:19:7F:D2:92, 2020-04-18 23:23:17, 2020-04-18 23:23:17, -86,        1, (not associated) ,
EA:9E:AE:76:74:C5, 2020-04-18 23:23:27, 2020-04-18 23:23:27, -83,        2, (not associated) ,
46:E0:11:0F:E3:21, 2020-04-18 23:26:01, 2020-04-18 23:26:01, -88,        1, (not associated) ,
AE:46:0D:BD:02:67, 2020-04-18 23:26:01, 2020-04-18 23:26:01, -84,        1, (not associated) ,
A2:28:7F:BC:3D:80, 2020-04-18 23:26:25, 2020-04-18 23:26:26, -56,       11, (not associated) ,
16:31:E7:B0:DB:C2, 2020-04-18 23:30:49, 2020-04-18 23:30:49, -89,        2, (not associated) ,
B2:0F:34:A8:81:49, 2020-04-18 23:30:52, 2020-04-18 23:30:52, -80,        3, (not associated) ,822-167
DA:A1:19:F5:F5:F5, 2020-04-18 23:32:50, 2020-04-18 23:32:50, -79,        1, (not associated) ,
4E:DA:74:AC:EC:F1, 2020-04-18 23:43:46, 2020-04-18 23:43:49, -36,       17, (not associated) ,
CE:F2:90:3E:2D:A3, 2020-04-18 23:26:39, 2020-04-18 23:46:54, -37,        5, (not associated) ,
DA:A1:19:AE:AE:AE, 2020-04-18 23:51:01, 2020-04-18 23:51:01, -63,        4, (not associated) ,
B4:74:43:72:38:0D, 2020-04-18 23:53:18, 2020-04-18 23:53:18,  -1,        1, 18:31:BF:5E:06:A0,
4E:DE:4A:DE:C7:58, 2020-04-18 23:54:29, 2020-04-18 23:54:30, -42,       10, (not associated) ,
56:D5:EF:DF:C2:6A, 2020-04-18 23:55:54, 2020-04-18 23:55:54, -38,        1, (not associated) ,
DA:A1:19:AF:AF:AF, 2020-04-18 17:06:42, 2020-04-19 00:02:16, -63,        4, (not associated) ,
F2:31:17:71:F5:65, 2020-04-19 00:03:39, 2020-04-19 00:03:39, -55,        8, (not associated) ,
AE:AD:C0:FB:F2:50, 2020-04-19 00:03:40, 2020-04-19 00:03:40, -41,        9, (not associated) ,
36:72:77:5C:FD:CC, 2020-04-19 00:03:37, 2020-04-19 00:03:37, -37,        9, (not associated) ,
DA:A1:19:11:11:11, 2020-04-19 00:12:25, 2020-04-19 00:12:25, -72,        4, (not associated) ,
36:69:8E:3F:6F:19, 2020-04-19 00:04:54, 2020-04-19 00:13:54, -33,        2, (not associated) ,
DA:A1:19:76:12:E8, 2020-04-19 00:15:50, 2020-04-19 00:15:50, -80,        3, (not associated) ,
E6:C0:B7:84:6C:5F, 2020-04-19 00:18:52, 2020-04-19 00:18:53, -39,        9, (not associated) ,
D2:F3:65:47:E5:10, 2020-04-19 00:19:03, 2020-04-19 00:19:03, -56,       10, (not associated) ,
0A:53:1D:E2:C0:6B, 2020-04-19 00:23:41, 2020-04-19 00:23:41, -88,        1, (not associated) ,
DA:A1:19:67:80:DA, 2020-04-19 00:27:17, 2020-04-19 00:27:17, -86,        1, (not associated) ,
8E:94:C3:6F:BD:76, 2020-04-19 00:31:54, 2020-04-19 00:31:54, -32,        1, (not associated) ,
56:A4:43:E2:99:10, 2020-04-19 00:36:06, 2020-04-19 00:36:06, -86,        1, (not associated) ,
A2:F1:FB:EB:4C:63, 2020-04-19 00:36:18, 2020-04-19 00:36:18, -47,        9, (not associated) ,
16:6B:5E:2D:70:C4, 2020-04-19 00:36:15, 2020-04-19 00:36:15, -38,       12, (not associated) ,
5E:68:3D:8B:DC:6D, 2020-04-19 00:36:25, 2020-04-19 00:36:25, -49,       11, (not associated) ,
6E:23:C0:98:4A:F4, 2020-04-19 00:36:37, 2020-04-19 00:36:38, -34,        8, (not associated) ,
DA:A1:19:EF:F1:6B, 2020-04-19 00:38:18, 2020-04-19 00:38:18, -79,        2, (not associated) ,
46:36:8B:DE:1A:80, 2020-04-19 00:40:50, 2020-04-19 00:40:50, -46,        8, (not associated) ,
EE:B9:E0:98:36:45, 2020-04-19 00:42:14, 2020-04-19 00:42:14, -81,        1, (not associated) ,
DA:A1:19:EA:5B:18, 2020-04-19 00:42:26, 2020-04-19 00:42:26, -80,        1, (not associated) ,
DA:A1:19:B2:7B:E0, 2020-04-19 00:42:26, 2020-04-19 00:42:26, -79,        2, (not associated) ,
86:28:D9:A2:23:F4, 2020-04-19 00:43:39, 2020-04-19 00:43:39, -66,        3, (not associated) ,
DA:A1:19:DD:8D:DC, 2020-04-19 00:44:26, 2020-04-19 00:44:26, -85,        1, (not associated) ,
F0:99:B6:25:EC:28, 2020-04-18 19:22:54, 2020-04-19 00:47:18, -87,       19, 58:EF:68:AB:CB:3B,DR_2
7E:0D:7A:85:93:09, 2020-04-19 00:47:14, 2020-04-19 00:47:14, -31,       10, (not associated) ,
CE:C8:E4:3B:B7:DE, 2020-04-19 00:47:29, 2020-04-19 00:47:29, -34,        1, (not associated) ,
62:31:98:2C:68:4C, 2020-04-19 00:47:54, 2020-04-19 00:47:54, -88,        1, (not associated) ,
90:B9:31:13:5C:A8, 2020-04-19 02:02:09, 2020-04-19 02:02:59, -65,        2, (not associated) ,
8E:54:4E:7C:59:47, 2020-04-19 02:03:20, 2020-04-19 02:14:35, -28,        3, (not associated) ,
E6:41:4A:11:6C:0D, 2020-04-19 02:28:33, 2020-04-19 02:28:33, -45,       12, (not associated) ,
72:EB:8E:3D:F5:E2, 2020-04-19 02:28:35, 2020-04-19 02:28:35, -33,       11, (not associated) ,
8A:56:84:BC:E3:0F, 2020-04-19 02:28:49, 2020-04-19 02:28:49, -57,        8, (not associated) ,
22:6B:09:E1:C1:82, 2020-04-19 02:40:00, 2020-04-19 02:40:00, -73,        1, (not associated) ,
DA:A1:19:CA:CA:CA, 2020-04-19 02:40:32, 2020-04-19 02:40:32, -87,        1, (not associated) ,
7E:62:16:0C:40:37, 2020-04-19 02:31:05, 2020-04-19 02:44:35, -39,        4, (not associated) ,
2E:04:93:A7:8B:F7, 2020-04-19 02:47:49, 2020-04-19 02:47:49, -70,        3, (not associated) ,
DC:08:0F:37:EA:19, 2020-04-19 02:55:25, 2020-04-19 02:55:25, -91,        2, (not associated) ,Yong Family_5GHz
DE:3E:0E:FC:64:75, 2020-04-19 02:58:44, 2020-04-19 02:58:44, -52,        8, (not associated) ,
CA:6F:30:FA:D7:59, 2020-04-19 03:06:00, 2020-04-19 03:06:00, -94,        1, (not associated) ,
DA:A1:19:33:B6:63, 2020-04-19 03:11:21, 2020-04-19 03:11:21, -87,        1, (not associated) ,
DA:A1:19:C4:06:F3, 2020-04-19 03:13:44, 2020-04-19 03:13:44, -88,        1, (not associated) ,
DA:A1:19:DF:E2:F4, 2020-04-19 03:14:46, 2020-04-19 03:14:46, -86,        1, (not associated) ,
2C:2B:F9:06:FB:16, 2020-04-18 22:35:19, 2020-04-19 03:15:56,  -1,        2, 44:FE:3B:27:CF:08,
48:C7:96:86:F8:E2, 2020-04-19 03:24:35, 2020-04-19 03:24:35, -84,        2, (not associated) ,
32:54:D4:14:76:79, 2020-04-19 03:24:36, 2020-04-19 03:24:36, -42,       10, (not associated) ,
4E:F5:96:D6:7A:72, 2020-04-19 03:24:46, 2020-04-19 03:24:46, -40,        8, (not associated) ,
DA:A1:19:B4:FC:38, 2020-04-19 03:28:34, 2020-04-19 03:28:34, -80,        1, (not associated) ,
DA:A1:19:F6:F6:F6, 2020-04-19 03:40:21, 2020-04-19 03:40:21, -90,        1, (not associated) ,
F2:AA:D6:75:F9:67, 2020-04-19 03:40:57, 2020-04-19 03:40:57, -78,        2, (not associated) ,
AA:D3:4E:EE:F7:52, 2020-04-19 03:52:57, 2020-04-19 03:52:58, -71,        9, (not associated) ,
B2:DC:D3:AD:85:64, 2020-04-19 03:53:00, 2020-04-19 03:53:00, -39,        7, (not associated) ,
C6:51:BF:F6:60:73, 2020-04-19 03:57:32, 2020-04-19 03:57:33, -62,       11, (not associated) ,
DA:A1:19:EE:CA:61, 2020-04-18 19:03:43, 2020-04-19 03:58:46, -81,       60, (not associated) ,
CA:7E:7A:97:D5:44, 2020-04-19 04:00:23, 2020-04-19 04:00:23, -95,        1, (not associated) ,
B6:B2:4C:40:D0:08, 2020-04-19 04:00:44, 2020-04-19 04:00:44, -91,        1, (not associated) ,
66:CB:69:83:03:CC, 2020-04-19 04:02:12, 2020-04-19 04:02:12, -84,        1, (not associated) ,
60:57:18:46:95:2E, 2020-04-19 02:42:43, 2020-04-19 04:04:12, -89,        2, (not associated) ,
DE:12:86:23:E5:AE, 2020-04-19 04:05:00, 2020-04-19 04:05:00, -90,        1, (not associated) ,
DA:A1:19:D0:D0:D0, 2020-04-19 04:14:57, 2020-04-19 04:14:57, -82,        1, (not associated) ,
26:2C:2A:83:7D:0C, 2020-04-19 04:24:23, 2020-04-19 04:24:24, -72,       12, (not associated) ,
16:4C:E3:66:E9:96, 2020-04-19 04:24:21, 2020-04-19 04:24:21, -42,        9, (not associated) ,
DA:A1:19:E8:E8:E8, 2020-04-19 04:39:59, 2020-04-19 04:39:59, -77,        1, (not associated) ,
DA:A1:19:8F:8F:8F, 2020-04-19 04:39:58, 2020-04-19 04:39:58, -68,        4, (not associated) ,
DA:A1:19:2A:2A:2A, 2020-04-19 04:48:44, 2020-04-19 04:48:44, -61,        1, (not associated) ,
DA:A1:19:2B:2B:2B, 2020-04-19 04:49:57, 2020-04-19 04:49:57, -84,        1, (not associated) ,
DA:A1:19:6E:6E:6E, 2020-04-19 04:54:58, 2020-04-19 04:54:58, -87,        2, (not associated) ,
DA:A1:19:40:F2:28, 2020-04-19 04:58:14, 2020-04-19 04:58:14, -83,        2, (not associated) ,
DA:A1:19:31:31:31, 2020-04-18 19:08:26, 2020-04-19 04:59:47, -75,        5, (not associated) ,
1E:BA:CC:68:0A:5E, 2020-04-19 04:59:50, 2020-04-19 04:59:50, -44,       10, (not associated) ,
D2:96:64:0D:A0:C4, 2020-04-19 04:59:47, 2020-04-19 04:59:47, -39,        9, (not associated) ,
1E:AD:EF:2B:53:97, 2020-04-19 04:59:57, 2020-04-19 04:59:57, -39,       10, (not associated) ,
DA:A1:19:F3:F3:F3, 2020-04-19 05:04:59, 2020-04-19 05:04:59, -78,        2, (not associated) ,
5C:F9:38:B7:B7:E2, 2020-04-18 23:17:26, 2020-04-19 05:05:48, -66,      117, (not associated) ,
96:EA:CC:3F:09:54, 2020-04-19 06:21:56, 2020-04-19 06:30:56, -41,        2, (not associated) ,
DA:A1:19:7D:7D:7D, 2020-04-18 22:45:26, 2020-04-19 06:31:19, -81,        2, (not associated) ,
54:9F:13:18:AF:C0, 2020-04-18 18:23:15, 2020-04-19 06:32:16,  -1,        2, E0:3F:49:2A:D0:80,
DA:A1:19:52:52:52, 2020-04-18 19:13:22, 2020-04-19 06:36:21, -81,        4, (not associated) ,
06:99:C6:D6:B9:FD, 2020-04-19 06:37:06, 2020-04-19 06:37:06, -55,        9, (not associated) ,
56:1F:78:4A:76:18, 2020-04-19 06:37:08, 2020-04-19 06:37:08, -44,        8, (not associated) ,
DA:A1:19:54:54:54, 2020-04-19 06:40:53, 2020-04-19 06:40:53, -68,        4, (not associated) ,
DA:A1:19:E3:E3:E3, 2020-04-19 06:41:20, 2020-04-19 06:41:20, -82,        1, (not associated) ,
DA:A1:19:87:BA:77, 2020-04-19 06:52:29, 2020-04-19 06:52:29, -84,        4, (not associated) ,GoodLife
3C:BB:FD:BC:52:2D, 2020-04-19 06:57:05, 2020-04-19 06:57:09, -92,        2, (not associated) ,
52:93:C7:B9:05:7A, 2020-04-19 06:39:56, 2020-04-19 06:57:56, -39,        3, (not associated) ,
94:0C:98:29:97:70, 2020-04-19 06:58:26, 2020-04-19 06:58:33, -83,       15, 58:EF:68:BF:C4:09,Ryan
9A:5D:FF:C4:B7:B2, 2020-04-19 06:59:05, 2020-04-19 06:59:05, -87,        1, (not associated) ,
1E:84:93:7B:0B:45, 2020-04-19 06:59:20, 2020-04-19 06:59:20, -91,        1, (not associated) ,
5E:81:F4:70:11:92, 2020-04-19 06:59:31, 2020-04-19 06:59:31, -64,        7, (not associated) ,
32:13:C8:87:AD:FF, 2020-04-19 07:15:56, 2020-04-19 07:15:56, -43,        1, (not associated) ,
A6:BB:D5:57:86:76, 2020-04-19 07:16:43, 2020-04-19 07:16:43, -49,        8, (not associated) ,
CE:C0:B8:1D:E5:59, 2020-04-19 07:24:56, 2020-04-19 07:24:56, -39,        1, (not associated) ,
1E:C1:86:5C:CD:65, 2020-04-19 07:33:17, 2020-04-19 07:33:17, -71,       10, (not associated) ,
1E:45:C1:5E:E2:83, 2020-04-19 07:33:20, 2020-04-19 07:33:20, -49,        9, (not associated) ,
8C:B8:4A:70:5A:0B, 2020-04-18 14:32:04, 2020-04-19 07:36:18, -81,        3, (not associated) ,Gaytano Family_5GHz
FA:C0:5F:C9:E2:E5, 2020-04-19 07:51:56, 2020-04-19 07:51:56, -41,        1, (not associated) ,
A2:16:C0:59:C9:00, 2020-04-19 08:06:07, 2020-04-19 08:06:07, -75,        4, (not associated) ,
88:29:9C:9A:9E:5D, 2020-04-18 16:33:37, 2020-04-19 08:06:17, -93,        2, (not associated) ,
30:07:4D:70:8E:64, 2020-04-19 08:07:17, 2020-04-19 08:07:55,  -1,        2, 64:CC:22:73:56:E0,
62:5A:BA:90:FB:A3, 2020-04-19 08:12:05, 2020-04-19 08:12:05, -87,        1, (not associated) ,
B2:F5:47:7C:7A:30, 2020-04-19 08:15:18, 2020-04-19 08:15:18, -74,        3, (not associated) ,
72:F6:91:7F:59:F7, 2020-04-19 08:16:42, 2020-04-19 08:16:42, -46,       10, (not associated) ,
D8:CE:3A:04:1D:82, 2020-04-18 21:37:18, 2020-04-19 08:22:09,  -1,        3, 04:D4:C4:D0:8D:E0,
00:61:71:AF:44:F7, 2020-04-19 08:25:41, 2020-04-19 08:25:41, -94,        1, (not associated) ,jayjay_5G
D0:C6:37:58:ED:EB, 2020-04-19 08:36:42, 2020-04-19 08:36:42, -78,        3, (not associated) ,
96:56:5B:E4:C0:68, 2020-04-19 08:18:56, 2020-04-19 08:36:56, -40,        3, (not associated) ,
EC:9B:F3:96:8B:60, 2020-04-19 08:37:30, 2020-04-19 08:37:30, -94,        1, (not associated) ,Singtel WIFI
DA:A1:19:21:21:21, 2020-04-19 08:46:33, 2020-04-19 08:46:33, -78,        1, (not associated) ,
04:D6:AA:C3:26:DC, 2020-04-18 19:43:29, 2020-04-19 08:52:56, -89,       28, (not associated) ,
A4:D1:D2:1F:70:3B, 2020-04-19 08:54:17, 2020-04-19 08:54:17,  -1,        1, E0:3F:49:2A:D0:80,
46:84:93:50:2B:69, 2020-04-19 08:45:56, 2020-04-19 09:03:56, -40,        3, (not associated) ,
E8:F2:E2:8F:CE:C8, 2020-04-19 09:08:41, 2020-04-19 09:08:41,  -1,        1, 4C:1B:86:06:DB:68,
BE:CB:4A:64:24:C0, 2020-04-19 09:12:53, 2020-04-19 09:12:54, -50,        8, (not associated) ,
66:03:A1:A8:64:54, 2020-04-19 09:12:56, 2020-04-19 09:12:57, -45,        8, (not associated) ,
DA:A1:19:43:43:43, 2020-04-19 09:15:55, 2020-04-19 09:15:55, -84,        1, (not associated) ,
F0:99:B6:38:D1:7C, 2020-04-19 09:18:21, 2020-04-19 09:18:21, -87,        2, 30:23:03:76:EC:A1,
3E:83:1A:29:74:99, 2020-04-19 09:31:22, 2020-04-19 09:31:22, -89,        1, (not associated) ,
06:CB:EE:64:8B:2D, 2020-04-19 09:37:43, 2020-04-19 09:37:43, -89,        1, (not associated) ,
6E:31:02:9F:0E:B5, 2020-04-19 09:37:55, 2020-04-19 09:37:55, -90,        1, (not associated) ,
B0:E1:7E:40:82:74, 2020-04-19 09:39:14, 2020-04-19 09:39:22, -90,        3, (not associated) ,
52:C7:82:8F:FA:F4, 2020-04-18 16:36:45, 2020-04-19 09:40:54, -91,        5, (not associated) ,WONGZ,pwong1954
